citing,cited
doi:10.15468/dl.hrriee,doi:10.15468/dl.hsdras
doi:10.15468/dl.hrriee,doi:10.15468/dl.hrshns
doi:10.15468/dl.hrphls,doi:10.15468/dl.hrvs09
doi:10.15468/dl.hrphls,doi:10.15468/dl.2xkhhg
doi:10.15468/dl.hrphls,doi:10.15468/dl.hrubed
doi:10.15468/dl.hrphls,doi:10.15468/dl.hrtcy6
doi:10.15468/dl.hrphls,doi:10.15468/dl.hrxqs2
doi:10.15468/dl.hrphls,doi:10.15468/dl.hruyda
doi:10.15468/dl.hrphls,doi:10.15468/dl.hsdpyf
doi:10.15468/dl.hrphls,doi:10.15468/dl.hsfdyj
doi:10.15468/dl.hrphls,doi:10.15468/dl.2xjsr8
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hrqcuo
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hrptjr
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hseuyq
doi:10.15468/dl.hsawsb,doi:10.1594/pangaea.140675
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hryn6d
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hsed7t
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hsbfu3
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hrsg1e
doi:10.15468/dl.hsawsb,doi:10.15468/dl.hsch3o
doi:10.1594/pangaea.141109,doi:10.1594/pangaea.141175
doi:10.1594/pangaea.141109,doi:10.15468/dl.2xkdqw
doi:10.1594/pangaea.141109,doi:10.15468/dl.2xgmjv
doi:10.1594/pangaea.141109,doi:10.15468/dl.hscn9b
doi:10.1594/pangaea.141109,doi:10.15468/dl.hs3jss
doi:10.1594/pangaea.141109,doi:10.15468/dl.hsf6hk
doi:10.1594/pangaea.141109,doi:10.1594/pangaea.140660
doi:10.1594/pangaea.141109,doi:10.15468/dl.hs29i0
doi:10.1594/pangaea.141109,doi:10.15468/dl.hrrwns
doi:10.15468/dl.hs1dk7,doi:10.1594/pangaea.141166
doi:10.15468/dl.hs1dk7,doi:10.1594/pangaea.141110
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hrxjac
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hsdhil
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hs60ve
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hrqog7
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hs2qe8
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hru6ds
doi:10.15468/dl.hs1dk7,doi:10.15468/dl.hrvvpi
doi:10.15468/dl.xxw4mr,doi:10.1594/pangaea.141095
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hsanxb
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hrvyvp
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hsf7wx
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hsew7n
doi:10.15468/dl.xxw4mr,doi:10.1594/pangaea.141149
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hsaruv
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hscvue
doi:10.15468/dl.xxw4mr,doi:10.15468/dl.hsewxz
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hrv36g
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hrt59j
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hs7pwp
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hs56dq
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hrzenf
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hs4xkx
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hscoqt
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hrz8jp
doi:10.15468/dl.hs8ktg,doi:10.15468/dl.hs42a9
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hrxjux
doi:10.15468/dl.hscqcn,doi:10.15468/dl.2xitzj
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hsc1ig
doi:10.15468/dl.hscqcn,doi:10.15468/dl.2xfpcc
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hrrfw9
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hs777c
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hs8moe
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hry5o7
doi:10.15468/dl.hscqcn,doi:10.15468/dl.hrwhae
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hs31nq
doi:10.15468/dl.hs7bhc,doi:10.1594/pangaea.141155
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hrt5og
doi:10.15468/dl.hs7bhc,doi:10.1594/pangaea.141106
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hrqcba
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hsd5xe
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hrxn09
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hsc7bq
doi:10.15468/dl.hs7bhc,doi:10.15468/dl.hs7x6q
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hs4o8z
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hsdvqb
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hs0sbm
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hs9zpo
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hsdq5q
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hsex9w
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.hscb8n
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.xxwdid
doi:10.15468/dl.hrvrdf,doi:10.15468/dl.2xjuyw
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hs2c3x
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hrxsch
doi:10.15468/dl.hrz3si,doi:10.1594/pangaea.140658
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hse8bj
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hsa9rs
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hsbu7m
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hs9oxu
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hsavhe
doi:10.15468/dl.hrz3si,doi:10.15468/dl.hsc32a
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hrwck6
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hrzgrr
doi:10.15468/dl.hs58rm,openalex:W2916608445
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hse8tr
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hsdys9
doi:10.15468/dl.hs58rm,doi:10.1594/pangaea.141075
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hs6nxv
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hrzp9k
doi:10.15468/dl.hs58rm,doi:10.15468/dl.hrrqtv
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hrqgpg
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hruuvn
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hs7f5o
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hschq9
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hrue1k
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hrppxv
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hs2d4x
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.2xjgwn
doi:10.15468/dl.hsdzhw,doi:10.15468/dl.hrrkee
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hs8n70
doi:10.15468/dl.hrpm9v,doi:10.1594/pangaea.141081
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hsc7yz
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hsfhdg
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hrysrs
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hrygwn
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hrquta
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.hrxh9n
doi:10.15468/dl.hrpm9v,doi:10.15468/dl.2xgwjt
doi:10.15468/dl.hrxwav,doi:10.1594/pangaea.140689
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hrpqwg
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hs6wvc
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hscm7z
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hrzyn3
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hrwlpo
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hrt37c
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hryzpw
doi:10.15468/dl.hrxwav,doi:10.15468/dl.hsdabw
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hsdnql
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hrsdgx
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hs4gzr
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hs6hug
doi:10.15468/dl.hs3sef,doi:10.1594/pangaea.140682
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hs1ywx
doi:10.15468/dl.hs3sef,doi:10.15468/dl.2xfq7v
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hsb9fz
doi:10.15468/dl.hs3sef,doi:10.15468/dl.hs34wy
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hrreqo
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hs8exu
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hrqv6x
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hs4nbr
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hschoy
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hs437u
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hrvptg
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.hs4abd
doi:10.15468/dl.hrwxvf,doi:10.15468/dl.2xicru
doi:10.15468/dl.hs1744,doi:10.15468/dl.hsfgfx
doi:10.15468/dl.hs1744,doi:10.15468/dl.hrrtt4
doi:10.15468/dl.hs1744,doi:10.15468/dl.hs7eax
doi:10.15468/dl.hs1744,doi:10.15468/dl.2xhw32
doi:10.15468/dl.hs1744,doi:10.15468/dl.hrytmo
doi:10.15468/dl.hs1744,doi:10.1594/pangaea.140674
doi:10.15468/dl.hs1744,doi:10.15468/dl.hrzmes
doi:10.15468/dl.hs1744,doi:10.15468/dl.hrzbnh
doi:10.15468/dl.hs1744,doi:10.15468/dl.hrywqw
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.hryp5j
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.hsaky7
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.2xhtta
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.hsafe5
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.2xfswn
doi:10.15468/dl.2xjvuz,doi:10.1594/pangaea.140691
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.hs3io2
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.hryzeb
doi:10.15468/dl.2xjvuz,doi:10.15468/dl.hsfjxu
doi:10.15468/dl.hrverr,doi:10.15468/dl.hscap8
doi:10.15468/dl.hrverr,doi:10.1594/pangaea.141103
doi:10.15468/dl.hrverr,doi:10.15468/dl.hrux5x
doi:10.15468/dl.hrverr,doi:10.15468/dl.hrw7gw
doi:10.15468/dl.hrverr,doi:10.15468/dl.hrybj3
doi:10.15468/dl.hrverr,doi:10.1594/pangaea.141147
doi:10.15468/dl.hrverr,doi:10.15468/dl.hs2jjk
doi:10.15468/dl.hrverr,doi:10.15468/dl.2xhmsj
doi:10.15468/dl.hrverr,doi:10.15468/dl.hs5tyg
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hrqcwg
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hs0c2j
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hs9gvt
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.2xfynx
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hsd7jn
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hsf8eg
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.2xfyek
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hs0x2y
doi:10.15468/dl.hs0lqq,doi:10.15468/dl.hs8r4a
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hruc9g
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hsevxq
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hrr8ej
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hsdmkn
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hrsz8w
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hrtxuf
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hrvptu
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hqvvec
doi:10.15468/dl.hs4s9e,doi:10.15468/dl.hqw2jr
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hqz84p
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hr8dtl
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hr5jtz
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hqw87n
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hqvlrd
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hr84np
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hrmugf
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hr7ee2
doi:10.15468/dl.hrmmyz,doi:10.15468/dl.hrna89
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hqwe5d
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hqvuvv
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hrirns
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hrf0om
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hr62v4
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hrmbtt
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hr7etw
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hr83xg
doi:10.15468/dl.hrkbcd,doi:10.15468/dl.hrfdgt
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hrh5vi
doi:10.15468/dl.hqzvsj,doi:10.1594/pangaea.140603
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hr0u6b
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hqvu77
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hrn8p8
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hrbzku
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hqvxne
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hrd4zj
doi:10.15468/dl.hqzvsj,doi:10.15468/dl.hqwqlg
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hrhe8s
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hrdxvt
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hr3vny
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hrgadb
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hrdnba
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hr2wqe
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hr9wvp
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hqww26
doi:10.15468/dl.hr7up3,doi:10.15468/dl.hqwb4t
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hrg6p6
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hrm29a
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hqznd3
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hrjn3p
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hrn4ir
doi:10.15468/dl.hrnk6c,doi:10.1594/pangaea.140634
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hqzq7y
doi:10.15468/dl.hrnk6c,doi:10.1594/pangaea.140525
doi:10.15468/dl.hrnk6c,doi:10.15468/dl.hrconu
doi:10.1594/pangaea.140590,doi:10.15468/dl.hqwgas
doi:10.1594/pangaea.140590,doi:10.15468/dl.hrmyrg
doi:10.1594/pangaea.140590,doi:10.15468/dl.hrmrag
doi:10.1594/pangaea.140590,doi:10.15468/dl.hrbx2g
doi:10.1594/pangaea.140590,doi:10.15468/dl.hrkfzm
doi:10.1594/pangaea.140590,doi:10.15468/dl.hqvp3f
doi:10.1594/pangaea.140590,doi:10.15468/dl.hraxuw
doi:10.1594/pangaea.140590,doi:10.15468/dl.hr8862
doi:10.1594/pangaea.140590,doi:10.15468/dl.hqw4ra
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hrewpn
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hreh2x
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hre9wu
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hqzqtc
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hr7xxk
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hrn784
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hrdq74
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hro5ap
doi:10.15468/dl.hra8tt,doi:10.15468/dl.hr74r5
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hrfvmz
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hqyzlo
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hqx2fv
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hrbtd5
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hr1vaa
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hrp4v5
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hrfppv
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hrczbh
doi:10.15468/dl.hrojxz,doi:10.15468/dl.hr8bfh
doi:10.15468/dl.hraerd,doi:10.15468/dl.hrk2sf
doi:10.15468/dl.hraerd,doi:10.15468/dl.hra5p3
doi:10.15468/dl.hraerd,doi:10.15468/dl.hr3el4
doi:10.15468/dl.hraerd,doi:10.15468/dl.hqzc5p
doi:10.15468/dl.hraerd,doi:10.15468/dl.hr3eyz
doi:10.15468/dl.hraerd,doi:10.15468/dl.hrlrf4
doi:10.15468/dl.hraerd,doi:10.15468/dl.hrf5ag
doi:10.15468/dl.hraerd,doi:10.15468/dl.hqwqop
doi:10.15468/dl.hraerd,doi:10.15468/dl.hrnrzo
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrnftq
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hr82sn
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrm1oo
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrahbm
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrdwvh
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrmqy6
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrodyh
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hrgzui
doi:10.15468/dl.hr4tb2,doi:10.15468/dl.hr5uu9
doi:10.15468/dl.hqz5e3,doi:10.1594/pangaea.140521
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hrjfvl
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hr5y3p
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hrdn45
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hrfgk7
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hrbg6m
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hra6yk
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hrbn8k
doi:10.15468/dl.hqz5e3,doi:10.15468/dl.hrdd1v
doi:10.15468/dl.hrkpcd,doi:10.1594/pangaea.140654
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hraj4p
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hrdnu9
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hrdpju
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hravfj
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hrnvlw
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hqwhyj
doi:10.15468/dl.hrkpcd,doi:10.15468/dl.hrcamy
doi:10.15468/dl.hrkpcd,doi:10.1594/pangaea.140613
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hrbgem
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hqxtgv
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hr5fpm
doi:10.15468/dl.hr1ocz,doi:10.1594/pangaea.140643
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hr229g
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hrgr59
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hqww88
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hqxjdq
doi:10.15468/dl.hr1ocz,doi:10.15468/dl.hrnmdm
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hrbwct
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hrfrwt
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hr0jdo
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hqxb5s
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hrcgg0
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hqzc30
doi:10.15468/dl.hrhktq,doi:10.1594/pangaea.140435
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hr95e7
doi:10.15468/dl.hrhktq,doi:10.15468/dl.hrctgj
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hrbssx
doi:10.15468/dl.hri2qx,doi:10.1594/pangaea.140605
doi:10.15468/dl.hri2qx,doi:10.1594/pangaea.140607
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hr8fv3
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hr2qcb
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hriloc
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hrdnfn
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hrav3g
doi:10.15468/dl.hri2qx,doi:10.15468/dl.hqvmrg
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hrcxzs
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hr82ws
doi:10.15468/dl.hrgtvu,doi:10.1594/pangaea.140604
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hrdvdt
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hr6pq2
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hroobm
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hrbcrn
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hricui
doi:10.15468/dl.hrgtvu,doi:10.15468/dl.hr6wrt
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hqwa7h
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hrgr9z
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hrbtup
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hr64fy
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hr1nxj
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hr0qwn
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hrbjak
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hqwhap
doi:10.15468/dl.hrc1mi,doi:10.15468/dl.hrjllu
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hqz8r5
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hrndqf
doi:10.15468/dl.hrf2bf,doi:10.1594/pangaea.140630
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hrhywu
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hr9qsa
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hr8ye6
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hr7dyc
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hrhxav
doi:10.15468/dl.hrf2bf,doi:10.15468/dl.hrhttu
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hqvxhm
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hr4ipu
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hr0yli
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hrjlr2
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hr578d
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hqzst7
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hqvyrk
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hr6kpd
doi:10.15468/dl.hrcehp,doi:10.15468/dl.hrgyoz
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hqzjgq
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hrgakq
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hrb9dd
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hraaq6
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hrnkau
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hqz3tf
doi:10.15468/dl.hqyzra,doi:10.1594/pangaea.140596
doi:10.15468/dl.hqyzra,doi:10.1594/pangaea.140646
doi:10.15468/dl.hqyzra,doi:10.15468/dl.hrg3gx
doi:10.15468/dl.hrac89,doi:10.15468/dl.hr0bxy
doi:10.15468/dl.hrac89,doi:10.15468/dl.hrfenu
doi:10.15468/dl.hrac89,doi:10.15468/dl.hrkva9
doi:10.15468/dl.hrac89,doi:10.15468/dl.hrky54
doi:10.15468/dl.hrac89,doi:10.15468/dl.hrk2xk
doi:10.15468/dl.hrac89,doi:10.15468/dl.hrotzd
doi:10.15468/dl.hrac89,doi:10.15468/dl.hrovfc
doi:10.15468/dl.hrac89,doi:10.15468/dl.hr74t1
doi:10.15468/dl.hrac89,doi:10.15468/dl.hra6ey
doi:10.15468/dl.hr7835,doi:10.15468/dl.hrklok
doi:10.15468/dl.hr7835,doi:10.15468/dl.hripuv
doi:10.15468/dl.hr7835,doi:10.15468/dl.hqxk6m
doi:10.15468/dl.hr7835,doi:10.15468/dl.hrngc6
doi:10.15468/dl.hr7835,doi:10.15468/dl.hrfh29
doi:10.15468/dl.hr7835,doi:10.15468/dl.hqwncc
doi:10.15468/dl.hr7835,doi:10.15468/dl.hrkl2h
doi:10.15468/dl.hr7835,doi:10.1594/pangaea.140624
doi:10.15468/dl.hr7835,doi:10.15468/dl.hrkgmo
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hr7b2h
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hqy44f
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hrgb1m
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hr82cd
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hr38em
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hr6cne
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hr89j3
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hr6zyt
doi:10.15468/dl.hr7gbd,doi:10.15468/dl.hramnd
doi:10.15468/dl.hricvu,doi:10.15468/dl.hr5m7y
doi:10.15468/dl.hricvu,doi:10.15468/dl.hreizz
doi:10.15468/dl.hricvu,doi:10.15468/dl.hr3ugn
doi:10.15468/dl.hricvu,doi:10.15468/dl.hrfu96
doi:10.15468/dl.hricvu,doi:10.15468/dl.hrj2mp
doi:10.15468/dl.hricvu,doi:10.15468/dl.hqxb4n
